Number,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24hr), 1h, 24h, 7d
905,WARP,WARP,74597.13043,0.0681113,1095224,1446.47,-1,,
906,Veros,VRS,66960.32356,0.000137606,486609040,15750.3,64.49,40.8,17.05
907,AnarchistsPrime,ACP,64079.89694,0.0145806,4394873.801,1664.78,-1.02,16.36,22.83
908,GeertCoin,GEERT,62186.4577,0.0122145,5091199.615,828.479,10.13,41.12,9.34
909,G3N,G3N,53581.29106,0.0070857,7561891,9362.06,-1,0.3,-29.88
910,ExchangeN,EXN,49335.666,0.00967366,5100000,1458.61,-0.96,7.69,-40.95
911,Litecred,LTCR,49129.46439,0.00162531,30227750.03,1578.18,-1.1,148,98.5
912,WomenCoin,WOMEN,37545.81729,0.000849061,44220400.29,1920.66,-13.72,2.85,-30.95
913,Coupecoin,COUPE,35687.27286,0.000163492,218281462.5,7889.12,63.03,67.49,52.46
914,Elysium,ELS,35118.1887,0.00876856,4005012.077,979.1,-1.99,1.15,-3.67
915,PRCoin,PRC,31646.27529,0.00177165,17862600,14295,-1.03,-25.53,-19.3
916,SocialCoin,SOCC,28702.57912,0.0207257,1384878.635,710.929,-0.99,1.96,33.32
917,Dollar Online,DOLLAR,27906.89981,0.0370228,753776.0465,1917.31,-8.03,6.85,-15.54
918,Argus,ARGUS,26409.73062,0.0229985,1148324.048,592.95,-1.34,-0.49,-10
919,LevoPlus,LVPS,20690.47488,0.0103871,1991939.51,15427.8,16.89,3.53,-22.83
920,Project-X,NANOX,18938.00966,241976,0.078264,1541.28,-0.99,12.34,-18.31
921,Aerium,AERM,18314.19689,0.012037,1521491.808,29147.1,-5.12,12.21,-40.07
922,CrevaCoin,CREVA,16115.86198,0.000442856,36390750,856.246,-0.99,3.97,-19.16
923,Vault Coin,VLTC,10265.39012,0.000337838,30385540.18,8194.7,13.59,28.61,-33.28
924,Tristar Coin,TSTR,9351.813357,0.00186,5027856.644,15366.6,-20.03,23.69,130.71
925,EXRNchain,EXRN,6713.745,4.48E-05,150000000,543.648,-0.56,9.15,-6.78
926,CaliphCoin,CALC,5312.226619,0.000798614,6651807.53,1382.19,-0.99,-14.78,-13.03
927,HarmonyCoin,HMC,3675.107301,0.00654825,561235.0324,6079.2,-0.99,9.7,2.59
928,Digital Money...,DMB,2126.958328,0.00504856,421300,2591.42,-1.28,6.31,-4
929,Paypex,PAYX,50847628.44,0.743601,68380258.29,,,9.79,14.37
930,Grid+,GRID,43901317.42,1.11889,39236491,264.378,-0.56,11.33,-16.56
931,Spectre.ai Di...,SXDT,43559062.18,0.550048,79191383.62,275.024,-0.56,11.33,2.48
932,Jinn,JINN,43345473.36,738.386,58703,,,4.17,19.27
933,BCAP,BCAP,27502200,2.75022,10000000,2.66152,-0.56,11.33,32.76
934,Credo,CREDO,20324987.14,0.0369618,549891702.9,0,,13.51,-11.86
935,Target Coin,TGT,19391663.09,0.0203602,952429892,466.912,-1.01,7.72,-4.18
936,Starbase,STAR,18131606.25,0.0967019,187500000,26.6152,-0.56,-96.47,-67.69
937,Hubii Network,HBT,14822915.12,1.09666,13516418.14,0,,8.79,40.99
938,Mercury Protocol,GMT,11459214.98,0.0672846,170309624.8,0,,5.69,30.92
939,Tao,XTO,11030430.52,0.336571,32772967.71,190.939,-1.03,20.76,-20.07
940,The ChampCoin,TCC,9889408.383,0.0599628,164925727,10.7933,-1,11.39,2.56
941,Prospectors Gold,PGL,8380743,0.129934,64500000,62.0308,-0.99,81.62,
942,EventChain,EVC,8201911.691,0.262457,31250497,100.697,-17.91,-13.01,-2.87
943,Starta,STA,8177182.733,1.57253,,51.3352,-0.73,19.52,24.54
944,AsiaCoin,AC,8115222.282,0.00619999,1308908931,416.551,-1,-8.07,-19.27
945,Virtacoin,VTA,7122361.99,0.00136934,5201310113,10.27,-1.37,,5.92
946,REAL,REAL,6818195.88,0.678035,10055817,242.784,29.91,49.01,20.7
947,REX,REX,6357852.319,0.734099,8660756,58.0444,-0.56,52.01,-3.55
948,Blockpool,BPL,6340426.904,0.284402,22293890,146.393,0.08,18.63,7.49
949,SmartBillions,SMART,5983291.723,0.843993,7089267,3.54869,-0.56,11.33,10.82
950,Bowhead,AHT,5313152,0.664144,8000000,125.444,-1.02,25.42,-4
951,vSlice,VSL,5193557.753,0.15554,33390496.03,212.356,-0.99,45.33,50
952,Chronologic,DAY,4336620.157,7.00379,619181.9226,353.7,-0.71,27.36,1.74
953,Ixcoin,IXC,3857511.466,0.183699,20999088,200.408,-0.59,13.73,-2.96
954,Crypto Bullion,CBX,3733183.384,3.70007,1008949.394,268.584,2.13,18.87,35.39
955,LuckChain,BASH,3271274.73,0.00456966,715868298.8,165.847,-0.99,11.52,-18.89
956,Intelligent T...,ITT,3234250.915,0.330029,9799899.144,369.632,-0.56,6.37,12.99
957,Ethbits,ETBS,3204654.374,2.30285,1391603.61,169.463,-1.03,28.22,26.57
958,FIMKrypto,FIMK,2929435.135,0.00507697,577004618,0,,,29.3
959,Darcrus,DAR,2835912.119,0.208517,13600388.07,264.392,-2.93,,3.65
960,Accelerator N...,ACC,2529263.945,9.30645,271775.3757,51.4561,-0.56,11.33,12.78
961,Gimli,GIM,2484088,0.0310511,80000000,430.279,-0.64,11.33,13.43
962,ICO OpenLedger,ICOO,2304806.226,4.94645,465951.5866,67.9035,0.17,7.58,-13.48
963,Ethereum Movi...,EMV,2292134.167,0.349056,6566666,0,,,-3.68
964,Renos,RNS,2003075.775,0.0600513,33356076.81,354.386,-1.74,13.65,-5.48
965,AurumCoin,AU,1888842.773,6.34811,297544.1152,410.807,-1,2.65,16.83
966,Link Platform,LNK,1576621.703,96.0461,16415.26,496.488,-0.6,7.76,23.24
967,StarCredits,STRC,1553229,0.345162,4500000,242.893,-0.99,-10.2,20.17
968,HOdlcoin,HODL,1529117.242,0.00930443,164342925,149.568,-0.98,21.65,39.26
969,Shorty,SHORTY,1514570.002,0.0151457,100000000.1,2.7535,-1,,33.87
970,EthBet,EBET,1508641.088,0.177435,8502500,493.002,-0.56,-10.96,9.28
971,Smart Investm...,SIFT,1467341.17,2.0297,722935,,,7.01,-8.26
972,Rasputin Onli...,ROC,1418720.559,1.30922,1083638.013,,,1.54,-6.93
973,InPay,INPAY,1395840,0.139584,10000000,0,,-1.35,-14.44
974,Rustbits,RUSTBITS,1387006.339,0.039291,35300866.34,0,,,
975,ShadowCash,SDC,1373379.381,0.205131,6695133.259,54.4753,-1,-5.8,-22.64
976,Universe,UNI,1337750.161,0.0858566,15581215.2,295.147,-1.16,49.76,1.96
977,Emphy,EPY,1300929.927,0.169903,7656897.92,0,,6.6,-44.86
978,Orbitcoin,ORB,1261246.65,0.401671,3139999.279,235.119,-1,9.82,-10.77
979,MetalCoin,METAL,1212784.788,0.0157657,76925527.46,169.852,-1,,-22.32
980,Giga Watt Token,WTT,1177713,1.30857,900000,60.3278,-0.56,11.33,5.52
981,Netko,NETKO,1172708.834,0.245639,4774115,244.588,-1.03,3.92,11
982,BitBar,BTB,1142195.671,31.587,36160.30869,357.94,-1.05,13.24,-12.44
983,UltraCoin,UTC,1108873.372,0.0242685,45691879.27,315.677,-0.99,17.42,20.89
984,Trollcoin,TROLL,1094507.775,0.00192329,569080989,374.607,0.87,23.51,20.09
985,GAIA,GAIA,1065211.166,0.0441971,24101381.45,30.5372,7.4,11.42,20.99
986,Bitcurrency,BTCR,1021467.025,0.00602285,169598616.1,161.488,-1,84.8,-11.72
987,BigUp,BIGUP,973707.4599,0.000455716,2136654100,370.495,-4.19,2.78,20.95
988,Nimfamoney,NIMFA,969977.6876,2.17791,445370.8774,0,,8.49,-34.26
989,UniCoin,UNIC,963862.771,0.322931,2984732.872,326.761,-1.03,13.45,-10.83
990,Woodcoin,LOG,962021.5235,0.119726,8035193.054,0,,10.8,2.61
991,HoboNickels,HBN,943205.2774,0.0147028,64151405,76.749,-1,12.78,-13.49
992,Nyancoin,NYAN,846680.751,0.00265476,318929301,289.552,-1.01,10.92,-5.72
993,Bitpark Coin,BPC,840585,0.0112078,75000000,100.747,0.8,-9.66,-36.04
994,Ammo Reloaded,AMMO,826668.8806,0.0106286,,329.977,4.22,48.56,18.75
995,BTCtalkcoin,TALK,818653.1527,0.0125386,65290634.73,0,,8.78,11.68
996,Truckcoin,TRK,749664.2766,0.00442856,169279467,319.911,7.62,21.98,11.64
997,Janus,JNS,744390.1467,0.0323362,23020334.69,,,,
998,Bitz,BITZ,722976.071,0.363142,1990890.811,37.1986,-0.99,33.2,-7.36
999,iCoin,ICN,710791.1996,0.02418,29395831.25,251.344,-0.99,9.12,39.29
1000,Prototanium,PR,703997.9405,3.58563,196338.7021,230.129,-1.03,9.5,-7.5
1001,Flycoin,FLY,680140.9312,3.22639,210805.5539,432.772,-0.99,13.35,6.8
1002,SwagBucks,BUCKS,677193.3801,1.91403,353804.9979,172.607,-0.99,11.47,-7.68
1003,Motocoin,MOTO,642778.7384,0.0343657,18704078.15,351.955,-0.99,8.9,-16.25
1004,Ratecoin,XRA,625905.4364,0.00529838,118131473.5,318.076,-1.03,21.19,13.42
1005,Signatum,SIGT,621613.2483,0.00575713,107972765.7,228.493,-1.03,5.25,-8.68
1006,Mineum,MNM,599523.5259,0.0635333,9436366.849,122.803,-1.36,13.61,22.91
1007,BlockPay,BLOCKPAY,595712.4986,0.109742,5428300,204.777,0.24,25.46,-12.8
1008,Tattoocoin (S...,TSE,578417.7637,0.00639688,90421856.24,0,,8.75,-19.74
1009,ZoZoCoin,ZZC,570326.9378,0.965427,590750.9711,299.536,-1,10.34,2.67
1010,Tigercoin,TGC,543713.6799,0.0124886,,248.411,-1,20.85,-16.26
1011,Joincoin,J,540412.8059,0.177054,3052248.5,16.516,-1,34.91,12.63
1012,Valorbit,VAL,540104.6003,8.86E-05,6097964016,8.85713,-0.99,11.42,2.56
1013,WayGuide,WAY,531644.336,0.00531428,100040708.4,3.54276,-0.99,,
1014,Marscoin,MARS,515971.5005,0.0182457,28279074,259.529,1.43,15.93,7.73
1015,Nekonium,NUKO,512704.3863,0.0570399,8988521.83,465.123,-0.99,4.98,-29.75
1016,GlobalCoin,GLC,507960.4479,0.00779427,65171009.98,0.935313,-1,40.08,1.38
1017,AmberCoin,AMBER,483814.4318,0.0110714,43699480.81,95.7711,-1,61.95,-35.91
1018,bitSilver,BITSILVER,473945.1474,21.5941,21947.9,329.889,0.31,21.57,15.55
1019,PX,PX,444220.8665,0.00451714,98341177.49,14.6104,-1,21.85,4.61
1020,Grimcoin,GRIM,430241.5787,0.00728229,59080533.56,110.37,0.08,17.46,-29.31
1021,Bankcoin,B@,418678.9243,0.0406809,,132.414,0.57,-11.12,-16.01
1022,Colossuscoin V2,CV2,417848.2757,0.000177143,2358819009,1.77143,-1,-25.72,2.56
1023,Swing,SWING,417589.2635,0.139881,2985317.974,54.4275,-0.99,3.55,11.42
1024,Yellow Token,YEL,408103.12,0.0345998,11794956.04,7.09739,-0.56,11.33,174.97
1025,VirtualCoin,VC,402915.6646,0.0400342,10064286.65,107.494,-1,11.42,-3.63
1026,FinCoin,FNC,391915.8669,0.0304314,12878667,94.7343,10.93,7.79,-18.23
1027,Rubies,RBIES,379429.7095,0.0364302,10415251.89,67.3832,-1,27.22,12.3
1028,Emerald Crypto,EMD,375896.2914,0.0196628,19117129.37,397.861,14.47,21.25,-8.84
1029,QuazarCoin,QCN,359732.4824,0.0531428,6769166.893,108.915,22.32,58.51,34.06
1030,SatoshiMadness,MAD,354407.0746,0.000177143,2000683485,175.33,-0.99,78.77,2.56
1031,Virtacoinplus,XVP,326713.9682,0.0298952,10928643,318.1,-0.93,16.5,-2.57
1032,Catcoin,CAT,326025.308,0.0518142,6292199.976,266.023,-1,14.4,-0.14
1033,Firecoin,FIRE,322186.9005,3.27386,98411.93592,342.129,-0.26,64.75,8.31
1034,eREAL,EREAL,319928.6372,0.00428217,74711802,0,,8.55,48.09
1035,Hexx,HXX,315163.6552,0.20711,1521721.091,354.21,-1,7.08,-0.39
1036,Network Token,NTWK,293786.7139,0.0251717,11671310,0,,9.79,4.51
1037,RonPaulCoin,RPC,282764.6336,0.309999,912146.9217,403.696,-0.99,24.52,3.28
1038,Honey,HONEY,281059.4517,0.66491,422703,450.479,-6.55,16.53,3.43
1039,BitQuark,BTQ,275063.7932,0.0289628,9497140.925,434.643,-1,-0.8,-57.08
1040,Trident Group,TRDT,269779.3748,0.319919,843274,69.0066,-1.03,11.41,-45.89
1041,Cypher,CYP,264977.2531,0.0416285,6365284.675,45.4919,-1,-18.31,-13.46
1042,ICOBID,ICOB,257090.7813,0.00240163,107048455.1,233.855,6.28,11.87,-2.97
1043,SproutsExtreme,SPEX,253899.1605,8.86E-05,2866607586,13.2769,-1,11.42,2.56
1044,Mincoin,MNC,250730.6182,0.059572,4208866.888,198.92,-2.39,-18.45,26.48
1045,Dollarcoin,DLC,246817.4503,0.0271028,9106714.077,123.438,-0.99,-5.84,-36.73
1046,Virta Unique ...,VUC,229534.264,0.00371999,61702925,150.5,-0.99,37.64,23.07
1047,Evotion,EVO,228685.8415,0.0710837,3217134.751,317.295,-3.86,4.22,0.25
1048,BROTHER,BRAT,226742.4,0.00141714,160000000,394.057,-1.03,4.73,-29.36
1049,Bitcoin 21,XBTC21,224183.7318,0.282665,793107.5011,0,,9.25,-17.95
1050,GPU Coin,GPU,215106.3327,0.00531428,40477041.61,89.9265,6.07,27.71,0.11
1051,Zurcoin,ZUR,201851.7893,0.00230285,87653034,468.367,-0.99,-14.79,-21.57
1052,CompuCoin,CPN,201530.5929,0.0102743,19615019.31,481.15,-8.12,18.84,16.4
1053,BitAsean,BAS,199614,0.0399228,5000000,48.4042,-0.64,4.57,-32.51
1054,Enigma,XNG,197992.8215,0.343037,577176.2856,202.097,-0.99,18.05,2.58
1055,Impact,IMX,194016.4103,0.00177143,109525304.6,379.45,-1,31.09,-29.92
1056,SOILcoin,SOIL,193429.4339,0.0339228,5702048,414.281,-1.03,15.65,-6.63
1057,IslaCoin,ISL,191413.9511,0.126454,1513704.202,0,,,-10.9
1058,SACoin,SAC,186462.0029,0.0265714,7017394.751,0.202474,-1,67.13,49.35
1059,Yacoin,YAC,181854.7211,0.00150571,120776724,5.57972,-0.99,18.39,2.56
1060,BipCoin,BIP,175692.1359,0.107968,1627261.187,345.854,-1,23.48,23.09
1061,Bolenum,BLN,174485,0.0174485,10000000,213.362,-1.03,-4.98,-6.81
1062,ETHGAS,EGAS,171200.2516,0.0168545,10157539.63,212.922,-0.56,11.3,-8.4
1063,JavaScript Token,JS,163203.7511,0.0204209,7991996,4.76161,-0.81,28.14,17.86
1064,Money,$$$,146314.6052,0.00318857,45887217.54,459.828,-0.99,8.41,0.46
1065,Franko,FRK,140806.4318,0.15128,930767,1.21024,-0.99,11.36,-0.08
1066,SecretCoin,SCRT,140451.9502,0.0332142,4228671.779,41.4317,-0.99,11.39,-38.37
1067,Theresa May Coin,MAY,134455.2145,0.00434995,30909600,489.068,-18.96,-1.2,-26.79
1068,Solarflarecoin,SFC,133389.8475,0.00947139,14083450,489.321,0.33,6.78,9.26
1069,Jewels,JWL,127233.307,0.00630441,20181635.87,0,,,-17.98
1070,GuccioneCoin,GCC,119862.3696,0.00590876,20285537,0,,9.31,-8.78
1071,AntiBitcoin,ANTI,117985.3562,0.00675547,17465158.79,0,,,-13.09
1072,Remicoin,RMC,116564.835,0.062177,1874725.944,27.267,-0.99,-0.74,-25.64
1073,Braincoin,BRAIN,112653.775,0.01116,10094424.29,89.6493,-18.99,16.99,-7.7
1074,Blackstar,BSTAR,111741.0907,0.000177143,630795971,186.388,-1.03,68.87,2.56
1075,ZetaMicron,ZMC,106346.7888,0.000177143,600344291.5,21.4374,-0.99,122.85,-1.2
1076,Iconic,ICON,105026.9386,0.177143,592893.53,50.423,-1,17.23,28.2
1077,Artex Coin,ATX,103840.1631,0.00552878,18781749.88,106.364,7.01,7.22,6.98
1078,Jin Coin,JIN,102337.4088,0.0102743,9960523.711,10.568,-14.93,-4.29,-56.29
1079,Sojourn,SOJ,100993.8976,0.208143,485214,76.2112,-1,26.24,-25.7
1080,HealthyWormCoin,WORM,100504.5619,0.000885713,113473057.2,64.1439,-1.03,85.71,9.09
1081,Asiadigicoin,ADCN,99367.95124,0.00398571,24931054,163.684,-1,23.84,-0.96
1082,VectorAI,VEC2,98752.70199,0.0058457,16893221,120.047,-1,9.76,-18.45
1083,Printerium,PRX,98424.15983,0.0083257,11821727.88,22.5586,-0.99,11.62,28.79
1084,Ripto Bux,RBX,97283.83387,0.00025518,381236123,3.68E-05,0.53,14.53,11.99
1085,BillaryCoin,BLRY,97202.65152,0.0108088,8992917.948,0,,,0.93
1086,MindCoin,MND,93538.1579,0.00589488,15867695,0,,9.06,-1.08
1087,ARbit,ARB,93001.85917,0.0113371,8203320,0.974284,-0.99,9.68,-11.9
1088,Dreamcoin,DRM,92327.64668,0.0375542,2458517.201,60.5849,-0.99,82.41,10.65
1089,GBCGoldCoin,GBC,90835.67948,0.00799482,11361816.71,461.299,-0.01,26.32,12.07
1090,Digital Rupees,DRS,90485.16891,0.000177143,510802960.9,165.201,-1,-25.72,-38.78
1091,PIECoin,PIE,90123.35979,0.00815652,11049241.56,0,,2.61,16.6
1092,EGO,EGO,85028.4008,0.00141714,60000000.56,164.97,-1.03,11.42,64.09
1093,CryptoWorldX ...,CWXT,84504.34163,0.00141714,59630200,45.7345,-1,-5.38,2.56
1094,Shilling,SH,82102.117,0.0143485,5722000,231.256,-1.03,25.35,19.53
1095,Metal Music Coin,MTLMC3,79057.87019,0.000991705,79719140.46,0,,,4.39
1096,Unrealcoin,URC,78392.32632,0.01116,7024402,0.88651,,8.8,43.58
1097,Tychocoin,TYCHO,75207.25241,0.0149685,5024368,77.8348,-0.99,-4.35,-16.68
1098,Californium,CF,73229.23696,0.0302028,2424584.375,2.0708,-0.99,12.75,-33.77
1099,Ride My Car,RIDE,72484.74169,0.000715708,101276975.7,0,-0.03,12.55,3.59
1100,Corethum,CRTM,67372.5,0.026949,2500000,0,,2.47,241.08
1101,VIP Tokens,VIP,66521.82085,0.000797142,83450402.63,25.4485,-1,43.26,-34.07
1102,BiosCrypto,BIOS,60858.7322,0.00292285,20821709.02,56.0421,-1,26.79,61.16
1103,Uro,URO,56353.26535,0.0466767,,0,,0.52,-7.61
1104,DAPPSTER,DLISK,55833.5,0.000558335,,0,,-0.76,-35.35
1105,Slevin,SLEVIN,55799.94002,0.000797142,70000000.02,484.321,-13.35,11.42,-8.78
1106,RSGPcoin,RSGP,55289.92795,31.9639,1729.761636,99.0461,-1,29.11,28.3
1107,KingN Coin,KNC,55163.0704,27.4598,2008.86643,77.1738,-0.99,11.43,-22.35
1108,TAGRcoin,TAGR,54800.28484,0.00141714,38669633.8,71.7362,-1,4.87,-21.86
1109,PosEx,PEX,54538.96282,0.0222314,2453240.139,3.67305,-0.99,26.55,39.9
1110,BowsCoin,BSC,54073.75983,0.00974284,5550102.416,19.4857,-0.99,11.39,-24.79
1111,Pulse,PULSE,53192.03106,0.00371999,14298971.52,1.48995,-1,16.99,-55.59
1112,PlayerCoin,PLACO,52880.53521,0.00150571,35120000,123.218,-1.03,-17.64,-16.98
1113,Wild Beast Block,WBB,52028.35791,0.285997,181919.2436,113.803,-0.99,-0.02,-12.23
1114,PonziCoin,PONZI,52015.20186,0.0604056,861099.0018,6.87127,-0.99,11.75,-23.22
1115,CryptoEscudo,CESC,51054.27535,0.000354285,144105100,143.007,-1,-35.93,-17.97
1116,Credence Coin,CRDNC,50083.29636,0.0146143,3427006.176,121.13,-0.99,4.13,-12.74
1117,Orlycoin,ORLY,48687.81108,0.00132857,36646778.93,13.5326,-0.99,,-9.51
1118,Zayedcoin,ZYD,47560.14098,0.00761713,6243840.001,78.5943,-0.99,,-13.53
1119,OsmiumCoin,OS76,47115.0808,0.0526999,894026,45.8246,-0.99,,3.25
1120,JobsCoin,JOBS,46951.2697,0.000442856,106019269.7,11.6167,-1,11.39,2.56
1121,PLNcoin,PLNC,46923.08562,0.00274571,,1.64743,-1,-23.24,-35.12
1122,LetItRide,LIR,45406.5001,0.00124,36618145.25,175.182,-1,-25.33,43.58
1123,Xonecoin,XOC,44677.08,0.106374,,0.89953,-0.99,65.01,12.07
1124,iBank,IBANK,42094.72267,0.00929998,,139.067,-0.99,39.28,284.59
1125,Steps,STEPS,41864.56823,0.00224776,18625017.01,0,,8.76,4.11
1126,Destiny,DES,39963.36062,0.0249771,1600000.025,49.3688,-1,7.98,2.92
1127,AgrolifeCoin,AGLC,37950.82866,0.00451714,8401517.036,97.8775,-0.99,14.28,14.94
1128,Cabbage,CAB,35339.94123,0.00336571,,27.8721,-1.03,,2.56
1129,ImpulseCoin,IMPS,34070.15655,0.00168285,20245510.03,6.53302,-1,-0.29,-25.05
1130,CRTCoin,CRT,33701.13525,0.425142,79270.30322,17.7245,-0.99,11.42,2.56
1131,SydPak,SDP,32965.88357,0.205751,160222.2277,42.7448,-0.99,16.78,59.46
1132,Zonecoin,ZNE,31787.67018,0.0123114,2581970.384,95.0257,-0.99,-0.08,-34.61
1133,BioBar,BIOB,30439.63439,0.0343657,885756.274,421.613,-0.99,10.41,1.25
1134,CybCSec,XCS,28929.47925,0.00244459,11834082.3,,,,-43.37
1135,Bitvolt,VOLT,28109.3505,0.00186,15112554.03,180.368,-1,16.99,7.68
1136,High Voltage,HVCO,25190.22418,0.016859,1494170.72,0,,,-7.04
1137,Antilitecoin,ALTC,25120.02756,0.000797142,31512613.26,115.689,-1,25.35,2.56
1138,FuturXe,FXE,24604.80085,0.104514,235421.1,326.906,-1,-27.57,54.99
1139,Coimatic 3.0,CTIC3,22678.72347,0.010037,2259512.152,310.101,-1,5.13,-8.71
1140,Rawcoin,XRC,22081.97939,0.0313272,704882,410.798,-0.54,-17.04,-17.98
1141,Concoin,CONX,20171.68472,0.0271028,744265.7114,5.88166,-1,17.17,29.15
1142,P7Coin,P7C,19677.61741,0.000558702,35220238,0,,0.14,29.36
1143,Coimatic 2.0,CTIC2,15582.01433,0.00115143,13532750,269.189,-1,15.27,-21.15
1144,GeyserCoin,GSR,14523.63811,0.309911,46863.9,75.0473,-1,29.79,2.59
1145,Ulatech,ULA,14084.65695,0.0691742,203611.418,1.32857,-1,52.4,-24.26
1146,NodeCoin,NODC,13974.17989,0.0083257,1678439.037,8.3257,-1,11.42,2.56
1147,Magnum,MGM,12639.82593,0.00309999,4077376.355,112.661,-1,14.7,-5.54
1148,Save and Gain,SANDG,12462.76417,0.00406642,3064800.039,0,,,-18.82
1149,Selfiecoin,SLFI,9550.579572,8.86E-05,107829280.7,1.77143,-1,,2.56
1150,Digital Credits,DGCS,2580.250888,0.000442856,5826388.01,60.4937,-0.99,11.42,2.56
1151,CCMiner,CCM100,1694.013093,0.000504108,3360417,,,17.17,-39.58
1152,PizzaCoin,PIZZA,1622.469926,0.00117748,1377917.184,0,,,-24.26
1153,Ebittree Coin,EBT,1231.99255,0.000974284,1264510.707,452.525,-1,-23.4,-23.07
1154,Abncoin,ABN,1199.258269,0.0177143,67700.009,216.29,-1,33.44,-42.54
1155,AppleCoin,APW,10.65993456,8.86E-05,120354.2746,225.857,-0.99,,3.25
1156,Huobi Token,HT,21108463.81,1.53665,324308731.3,314708000,-2.58,8.71,
1157,ATMCoin,ATMC,20897687.66,7.00718,808195.0412,133541000,0,-2.34,3.49
1158,Elastos,ELA,20890054.55,57.1222,997441.5832,55567200,-0.85,5.31,10.51
1159,True Chain,TRUE,20822228.31,1.2092,103702051.7,40155900,4.07,42.82,8.15
1160,Ruff,RUFF,20659384.86,0.160556,23184527.73,33015600,-3.72,44.87,23.83
1161,OFCOIN,OF,20632205,0.00390076,74497776.87,20564000,-1.47,6.79,5.24
1162,LinkEye,LET,20582053.89,0.0757112,37109886.82,16354400,-2.2,14.46,-21.94
1163,EDUCare,EKT,20042392.58,0.136407,15674599.95,16295900,-1.35,9.15,-1.84
1164,WePower,WPR,19973535.43,0.160208,3295367.315,15895800,0.19,-18.14,
1165,AI Doctor,AIDOC,19840519.92,0.0799697,28074590.51,15365900,-1.08,12.59,-10.74
1166,DATA,DTA,19837996.2,0.0235035,7360121.112,14750700,-3.09,14.49,-19.23
1167,STK,STK,19788962.74,0.221798,9837033,12591800,-0.28,15.32,-13.13
1168,Electronic PK...,EPC,19444700,0.134467,4762610.931,11350000,-4.89,4.33,5.94
1169,Jibrel Network,JNT,19224235.25,0.61762,118090510.6,11275400,0.16,9.02,
1170,OceanChain,OC,19222006.55,0.0132777,11731681772,9466340,5.17,7.64,5.39
1171,Bitcoin Diamond,BCD,19219970,42.0547,12005878.62,7971770,-0.81,51.62,256.26
1172,Medicalchain,MTN,19120489.98,0.366755,68430738.22,7504200,-0.68,11.46,
1173,Genaro Network,GNX,18877192.44,0.495471,45375248.17,7394440,-2.04,26.78,21.23
1174,Matryx,MTX,18849821.54,0.962623,18825061.56,7068200,0.92,17.72,59.52
1175,TopChain,TOPC,18791240.01,0.0613798,65828135,6494000,-0.76,6.97,2.83
1176,SmartMesh,SMT,18552065.45,0.0706636,21098367160,6312170,-0.89,13.06,7.1
1177,Nework,NKC,18400800,0.0597182,18582932.5,5804000,-1.2,9.88,-1.07
1178,ChatCoin,CHAT,18385836.92,0.293803,381906699.5,5734770,-1.21,10.76,2.17
1179,Lightning Bit...,LBTC,18343901.26,356.654,8377872.943,5536870,9.89,7.94,-32.63
1180,THEKEY,TKY,18286400,0.031132,116845228,4800580,-1.9,-4.11,
1181,Zilla,ZLA,18143916.22,0.354758,,4178110,-0.79,20.12,
1182,WaykiChain,WIC,17913992.57,0.399445,3082940.276,3953170,-0.07,16.55,12.64
1183,EchoLink,EKO,17911118.25,0.0959622,1097300133,3389350,-0.56,28.48,0.87
1184,Aidos Kuneen,ADK,17728003.51,56.6856,2164749.47,3321170,5.39,7.34,41.35
1185,HalalChain,HLC,17698855.81,0.419257,8094002.47,3061910,2.43,23.81,4.63
1186,Yee,YEE,17593813.56,0.0270247,25180067046,3056660,1.44,14.93,-5.44
1187,Kcash,KCASH,17591746.82,0.196233,76070287.59,2496550,-2.09,9.16,15.06
1188,BitcoinX,BCX,17517837.04,0.0106387,1450157,2324990,-5.18,27.3,-27.74
1189,Hyper Pay,HPY,17496934.4,0.0652814,23845732.55,2197670,-1.75,24.54,17.66
1190,Show,SHOW,17410363.02,0.00554407,63793250.34,2161300,-2.46,8.08,2.23
1191,Rebellious,REBL,17403806.42,0.0877622,3055013.501,2138620,-1.17,28.45,6.49
1192,LightChain,LIGHT,17275019.8,0.00438095,100336600,1859530,-2.59,11.97,-4.51
1193,United Bitcoin,UBTC,17217950.34,90.4921,23676581.51,1575710,0.92,10.1,-11.19
1194,Fortuna,FOTA,17057517.88,0.0965577,17857485.7,1571540,1.59,12.76,-4.98
1195,SpaceChain,SPC,17055424.94,0.254423,10849031.49,1564320,-0.93,22.37,-8.54
1196,Acute Angle C...,AAC,16917100,0.18449,2.70E+12,1437810,-1.2,4.75,1.21
1197,StarChain,STC,16913868.99,0.125503,135322017,1367220,-0.28,14.88,5.07
1198,ugChain,UGC,16879278.11,0.0925531,40000000,1296430,-1.07,4.06,-26.17
1199,Tezos (Pre-La...,XTZ,16765397.9,3.40649,3313833.18,1186710,-1.01,21.21,18.82
1200,BOScoin,BOS,16728978.18,0.580581,15389232.94,1181800,4.44,0.95,-36.08
1201,Scry.info,DDD,16709556.75,0.301327,1331155614,1153620,0.41,16.59,1.69
1202,RealChain,RCT,16458200.06,0.0904248,25937084.55,1022850,-0.72,13.54,-6.83
1203,Bottos,BTO,16430320.36,0.155856,3186712.5,970806,0.14,19.27,-10.87
1204,Fargocoin,FRGC,16419093.8,8.66063,72555091.43,929879,-0.13,-1.26,-11.35
